,verse,citation count,verse texts,filter row
2227,Luke 15:29,1,"['Ale on odpověděl otci: »Hle, tolik let ti sloužím, nikdy jsem nepřestoupil tvého rozkazu, ale mně jsi nikdy nedal ani kůzle, abych se poradoval se svými přáteli.']",low
2228,Matt 4:19,1,"['a řekl jim: „Pojďte za mnou, a učiním z vás rybáře lidí,“']",low
2229,Luke 8:38,1,"['Muž, z něhož vyšli démoni, ho prosil, aby směl zůstati u něho, ale on jej propustil se slovy: ']",low
2230,1Pet 5:2,2,"['paste stádce Boží mezi vámi, ne z donucení, ale dobrovolně, ne pro mrzký zisk, ale ochotně, ', 'paste stádo Boží, kteréž mezi vámi jest, opatrujíce (je) ne bezděky, ale z dobré své vůle podlé Boha: ani pro mrzký zisk, ale dobrovolně:']",low
2231,Ps 103:2,2,"['Dobrořeč duše má Hospodinu, a nezapomínej se na všecka dobrodiní jeho,']",low
2232,Lev 19:3,1,"['Každý cti otce svého i matku. Šetřte mých sobot. Já jsem Hos podin, Bůh váš.']",low
2233,Gen 6:6,1,"['Litoval Hospodin, že učinil člověka na zemi, a bolest měl v srdci svém.']",low
2234,Ps 39:7,1,"['Jistě tak pomíjí člověk jako stín, nadarmo zajisté kvaltuje se; shromažďuje, a neví, kdo to pobéře.']",low
2235,Eccl 3:19,1,"['Případnost synů lidských a případnost hovad jest případnost jednostejná. Jakož umírá ono, tak umírá i on, a dýchání jednostejné všickni mají, aniž co napřed má člověk před hovadem; nebo všecko jest marnost.']",low
2236,Acts 7:31,1,"['Když to Mojžíš spatřil, divil se tomu vidění. Přibližoval se, aby se podíval; i ozval se hlas Páně: ']",low
2237,Ps 57:2,1,"['Smiluj se nade mnou, ó Bože, smiluj se nade mnou; neboť v tebe doufá duše má, a v stínu křídel tvých schráním se, až přejde ssoužení.']",low
2238,Acts 24:12,1,"['A aniž mne nalezli v chrámě s někým se hádajícího, aneb činícího roty v zástupu, ani v školách, ani v městě,']",low
2239,Ps 102:25,1,"['Až jsem řekl: Můj Bože, nebeř mne u prostřed dnů mých; od národu zajisté až do pronárodu jsou léta tvá,']",low
2240,Ezek 39:26,1,"['A ponesou zahanbení své, i všeliké přestoupení, kterýmž přestoupili proti mně, když bydliti budou v zemi své doufanlivě žádného se nestrachujíce:']",low
2241,Jas 2:9,1,"['pakliť osoby přijímáte, hřích činíte, trestáni souce od zákona jako přestupníci.']",low
2242,1Sam 25:35,1,"['Přijav pak David z ruky její všecko, co mu přinesla, řekl jí: „Jdi pokojně domů; hle, vyslyšel jsem hlas tvůj a poctil jsem tvář tvou.""']",low
2243,Ps 25:5,1,"['Dejž, ať chodím v pravdě tvé, a poučuj mne; nebo ty jsi Bůh spasitel můj, na tebeť očekávám dne každého.']",low
2244,1Macc 6:55,1,"['Lysiáš, když uslyšel, že Filip, kterého byl ustanovil král Antioch, když ještě živ byl, aby vychoval Antiocha, syna jeho ke království,']",low
2245,John 17:23,1,"['já v nich a ty ve mně -, ať jsou dokonale uvedeni v jednotu, aby svět poznal, že jsi ty mě poslal a žes je miloval, jako jsi miloval mne. ']",low
2246,Deut 28:32,2,"['Synové tvoji a dcery budou vydány cizímu národu; oči tvé budou na to patřiti, celé dny budou omdlévati touhou spatřiti je, a nebude ti (to) možno.']",low
2247,Gen 1:12,1,"['Nebo země vydala trávu, a bylinu nesoucí semeno podlé pokolení svého, i strom přinášející ovoce, v němž bylo símě jeho, podlé pokolení jeho. A viděl Bůh, že to bylo dobré.']",low
2248,Prov 6:11,1,"['V tom přijde jako pocestný chudoba tvá, a nouze tvá jako muž zbrojný.']",low
2249,Prov 24:34,1,"['V tom přijde jako pocestný chudoba tvá, a nouze tvá jako muž zbrojný.']",low
2250,Lev 17:8,1,"['A rci jim: Každý Israelita i cizinec, který jest u vás hostem, který by podával celopal neb jinou obět,']",low
2251,Sir 10:19,1,"['Země národů vyvrací Pán, a ničí je až do základů (země).']",low
2252,1Kgs 2:15,1,"['Tedy řekl: Ty víš, že mé bylo království, a na mne obrátili všickni Izraelští tvář svou, abych kraloval, ale přeneseno jest království na bratra mého, nebo od Hospodina usouzeno mu bylo.']",low
2253,2Sam 11:27,1,"['A když pominul pláč, poslav David, vzal ji do domu svého, a měl ji za manželku; i porodila mu syna. Ale nelíbilo se to Hospodinu, co učinil David.']",low
2254,Prov 17:17,1,"['Všelikého času miluje, kdož jest přítelem, a bratr v ssoužení ukáže se.']",low
2255,2Cor 4:5,1,"['Nebo ne sami sebe kážeme, ale Ježíše Krista Pána našeho: sebe pak sami služebníky vašími pro Ježíše.']",low
2256,Num 4:9,1,"['Vezmou také roucho z postavce modrého, a přikryjí svícen světla a lampy jeho, i utěradla jeho, i nádoby k oharkům jeho, a všecky nádoby k oleji jeho, jichž při něm užívají.']",low
2257,Job 9:25,1,"['Dnové pak moji rychlejší byli nežli posel; utekli, aniž viděli dobrých věcí.']",low
2258,Matt 27:52,1,"['a hrobové se otvírali: a mnohá těla svatých, kteříž byli zesnuli, vstala.']",low
2259,1Cor 9:13,1,"['Nevíte, že ti, kteří pracují ve svatyni, mají ze svatyně své jídlo, a ti, kteří obsluhují oltář, dostávají svůj díl od oltáře? ']",low
2260,Heb 11:7,1,"['Věrou Noe vzav odpověď o těch věcech, které ještě nebyly vidíny, boje se připravoval koráb k zachování domu svého, skrze kteryžto potupil svět, a spravedlnosti, kteráž jest skrze víru, dědicem jest ustanoven.']",low
2261,Gen 11:3,1,"['A řekli jeden druhému: Nuže, nadělejme cihel, a vypalme je ohněm. I měli cihly místo kamení, a zemi lepkou místo vápna.']",low
2262,Isa 2:4,1,"['Onť bude souditi mezi národy, a trestati bude lidi mnohé. I zkují meče své v motyky, a oštípy své v srpy. Nepozdvihne národ proti národu meče, a nebudou se více učiti boji.']",low
2263,Mic 4:3,1,"['Onť bude souditi mezi národy mnohými, a trestati bude národy silné za dlouhé časy. I skují meče své v motyky, a oštípy své v srpy. Nepozdvihne národ proti národu meče, a nebudou se více učiti boji.']",low
2264,3John 1:2,1,"['Nejmilejší, žádámť obzvláštně, abys se dobře měl, a zdráv byl, tak jako duše tvá dobře se má.']",low
2265,Isa 57:1,1,"['Spravedlivý hyne, a žádný nepřipouští toho k srdci, a muži pobožní odcházejí, a žádný nerozvažuje toho, že před příchodem zlého vychvácen bývá spravedlivý,']",low
2266,John 5:31,1,"['„Svědčím-li já sám o sobě, mé svědectví není pravdivé.']",low
2267,Mark 14:23,1,"['A vzav kalich, a díky učiniv, dal jim. A pili z něho všickni.']",low
2268,2Cor 6:6,1,"['Které pak srozumění Chrámu Božího s modlami? Nebo vy jste Chrám Boha živého, jakož praví Bůh: Že přebývati budu v nich, a procházeti se mezi nimi, a budu jejich Bůh, a oni budou lid můj. 1']",low
2269,Dan 12:3,4,"['Ale ti, kteříž jiné vyučují, stkvíti se budou jako blesk oblohy, a kteříž k spravedlnosti přivozují mnohé, jako hvězdy na věčné věky.']",low
2270,Eccl 8:8,1,"['Není člověka, kterýž by moci měl nad životem, aby zadržel duši, aniž má moc nade dnem smrti; nemá ani braně v tom boji, aniž vysvobodí bezbožnost bezbožného.']",low
2271,Job 5:26,2,"['Vejdeš v šedinách do hrobu, tak jako odnášíno bývá zralé obilí časem svým.']",low
2272,Josh 20:6,1,"['Bude pak bydliti v tom městě, až obstojí před soudem, kde mu bude ospravedlniti čin svůj, a pak dokud neumře velekněz, který jím toho času bude; potom bude lze vrahu vrátit se a vjíti do svého města i domu, z něhož byl uprchl.']",low
2273,Gen 14:19,1,"['požehnal mu a pravil: Požehnán budiž Abram od Boha nejvyššího, jenž stvořil nebe i zemi;']",low
2274,Ps 103:4,1,"['Kterýž vysvobozuje od zahynutí život tvůj, kterýž tě korunuje milosrdenstvím a mnohým slitováním,']",low
2275,Jer 9:16,1,"['Nebo rozptýlím je mezi národy, kterýchž neznali oni, ani otcové jejich, a posílati budu za nimi meč, až je do konce vyhladím.']",low
2276,Deut 27:16,1,"['Zlořečený, kdož sobě zlehčuje otce svého a matku svou; i řekne všecken lid: Amen.']",low
2277,Deut 27:17,1,"['Zlořečený, kdož přenáší mezník bližního svého; i řekne všecken lid: Amen.']",low
2278,Deut 27:24,1,"['Zlořečený, kdož by zbil bližního svého tajně; i řekne všecken lid: Amen.']",low
2279,Ezek 45:9,1,"['Takto praví Panovník Hospodin: Dostitě již, ó knížata Izraelská, nátisk a zhoubu odložte, a soud a spravedlnost konejte, sejměte těžké roboty vaše s lidu mého, praví Panovník Hospodin.']",low
2280,Ezek 38:16,1,"['A vystoupíš na lid můj Izraelský jako oblak, abys přikryl zemi. V nejposlednějších dnech budeš, a přivedu tě na zemi mou: aby věděli národové mne, když posvěcen budu v tobě před očima jich, ó Gogu.']",low
2281,Judg 10:10,1,"['Tedy volali synové Izraelští k Hospodinu, řkouce: Zhřešiliť jsme tobě, tak že jsme opustili tě Boha svého, a sloužili jsme Bálům.']",low
2282,Bar 1:15,1,"['Hospodin, Bůh náš je spravedlivý, nám pak (sluší) hanbou na tvářích se rdíti dnes; všem Judovcům, i obyvatelům Jerusalema']",low
2283,Gen 1:24,1,"['Řekl též Bůh: Vydej země duši živou, jednu každou podlé pokolení jejího, hovada a zeměplazy, i zvěř zemskou, podlé pokolení jejího. A stalo se tak.']",low
2284,Deut 28:52,1,"['Bude tě svírati ve všech městech tvých, dokud v celé zemi, tvé nebudou pobořeny tvé pevné a vysoké zdi, na které ses spoléhal. Budeš obléhán ve svých branách po celé zemi své, kterou ti dá Hospodin, Bůh tvůj.']",low
2285,Eccl 12:7,1,"['A navrátí se prach do země, jakž prvé byl, duch pak navrátí se k Bohu, kterýž jej dal.']",low
2286,Gen 3:3,2,"['z ovoce stromu však, který jest uprostřed ráje, zakázal nám Bůh jísti, ano i dotýkati se ho, abychom snad nezemřeli.']",low
2287,Matt 26:21,4,"['Když jedli, řekl: „Vpravdě vám pravím, že jeden z vás mě zradí.“', 'A když jedli, řekl: „Vpravdě pravím vám: jeden z vás mne zradí.“']",low
2288,Matt 27:31,1,"['A když se mu naposmívali, svlékli s něho plášť, a oblékli jej v roucho jeho. I vedli ho, aby byl ukřižován.']",low
2289,Matt 27:23,1,"['Vládař pak řekl: I což jest zlého učinil? Oni pak více křičeli, řkouce: Ukřižován buď.']",low
2290,Jer 29:5,1,"['Stavějte domy, a osazujte se, štěpujte také štěpnice, a jezte ovoce jejich.']",low
2291,Acts 21:6,3,"['A když jsme se vespolek rozžehnali, vstoupli jsme na lodí, a oni se vrátili domů.']",low
2292,Deut 6:10,1,"['A když tě uvede Hospodin Bůh tvůj do země, kterouž s přísahou zaslíbil otcům tvým, Abrahamovi, Izákovi a Jákobovi, že ji tobě dá, i města veliká a výborná, kterýchžs nestavěl,']",low
2293,Ps 91:16,1,"['Dlouhostí dnů jej nasytím, a ukáži jemu spasení své.']",low
2294,Ps 91:1,1,"['Ten, kdož v skrýši Nejvyššího přebývá, v stínu Všemohoucího odpočívati bude.']",low
2295,Matt 5:12,1,"['radujte se a veselte se, neboť odplata vaše hojná jest v nebesích. Tak zajisté pronásledovali proroky, kteří byli před vámi.']",low
2296,2Chr 22:1,1,"['Tedy ustanovili krále obyvatelé Jeruzalémští Ochoziáše, syna jeho nejmladšího, místo něho; nebo všecky starší byl pobil houf lotříků, kteříž přitáhli s Arabskými do ležení. A tak kraloval Ochoziáš syn Jehorama krále Judského.']",low
2297,1John 2:19,1,"['Z nás vyšli, ale nebyli z nás, neboť kdyby byli bývali z nás, byli by zůstali s námi; avšak (stalo se to), aby se na nich ukázalo, že nejsou všichni z nás.']",low
2298,Esth 8:11,2,"['Král jim přikázal, by dojeli k Židům po všech městech a (jim) v jedno se shromážditi rozkázali, aby hájili života svého, a všecky nepřátele své, se ženami, s dětmi i se všemi domácími, aby pobili a zahladili, majetek pak jejich jakožto kořist aby rozebrali.']",low
2299,Prov 12:24,1,"['Ruka pracovitých panovati bude, lstivá pak musí dávati plat.']",low
2300,John 18:34,1,"['Ježíš odpověděl: „Sám-li od sebe to pravíš, či-li jiní pověděli ti o mně?“']",low
2301,Ezek 40:4,2,"['Ten muž mne oslovil: Synu člověkův, viz očima svýma a ušima svýma slyš; a věnuj pozornost všemu, co já ukáži tobě; neboť aby ti to bylo ukázáno přiveden jsi sem; oznam pak vše, co vidíš, domu Israelovu!']",low
2302,Isa 51:19,1,"['Dvě jsou věci, které potkaly tě: – Kdo se nad tebou rmoutí? – pustošení s bořením a hlad s mečem. – Kdo tě může potěšit? – ']",low
2303,Deut 1:14,1,"['Tehdy jste mi odpověděli: Dobrá jest věc, kterou chceš učiniti.']",low
2304,1Kgs 10:1,2,"['Ba i královna ze Saby, když uslyšela, co se vypravovalo o Šalomounovi, přijela, by ho zkoušela hádankami.']",low
2305,Ps 90:10,2,"['Všech dnů let našich jest let sedmdesáte, aneb jest-li kdo silnějšího přirození, osmdesát let, a i to, což nejzdárnějšího v nich, jest práce a bída, a když to pomine, tožť ihned rychle zaletíme.']",low
2306,Rev 8:7,1,"['I zatroubil první anděl, a stalo se krupobití a oheň smíšený se krví, a svrženo jest to na zem. A třetí díl stromů shořel, a všecka tráva zelená spálena jest.']",low
2307,Gen 42:22,1,"['Jeden z nich, totiž Ruben, pravil: Vždyť jsem vám pravil: „Neprohřešujte se proti jinochu."" Ale vy jste mne neposlechli. Hle, (nyní) se vymáhá jeho krev (na nás). – ']",low
2308,Ps 40:14,1,"['Račiž ty mne, Hospodine, vysvoboditi; Hospodine, pospěšiž ku pomoci mé.']",low
2309,Ezek 7:11,1,"['Ukrutnost vzrostla v prut bezbožnosti. Nezůstaneť z nich nic, ani z množství jejich, ani z hluku jejich, aniž bude naříkáno nad nimi.']",low
2310,Gen 1:11,1,"['Potom řekl Bůh: Zploď země trávu, a bylinu vydávající símě, a strom plodný, nesoucí ovoce podlé pokolení svého, v němž by bylo símě jeho na zemi. A stalo se tak.']",low
2311,Job 11:15,1,"['Tedy jistě pozdvihneš tváři své z poškvrny, a budeš nepohnutý, aniž se báti budeš.']",low
2312,Job 11:18,1,"['Budeš i mysli doufanlivé, maje naději; stánek roztáhneš, i bezpečně spáti budeš.']",low
2313,Isa 49:18,1,"['Rozhlédni se kolem sebe a patři: tito všichni se shromáždili, přišli k tobě. „Jako že živ jsem,"" praví Hospodin – „těmi všemi jako šperky oděna budeš, obložíš je kolem sebe jako nevěsta.""']",low
2314,Ezek 12:12,1,"['A vůdce, kterýž jest u prostřed nich, na ramenách nesen bude, v mrákotě vyjde: stěnu prokopají aby jej vyvedli: tvář jeho přikryta bude aby neviděl okem země.']",low
2315,Ps 32:1,1,"['Žalm Davidův vyučující. Blahoslavený jest ten, jemuž odpuštěno přestoupení, a jehož hřích přikryt jest.']",low
2316,1Sam 8:18,1,"['Ten den pak, kdy budete volati k Bohu pro krále vašeho, kterého jste si vyvolili: ten den nevyslyší vás Hospodin, ježto jste si žádali krále.""']",low
2317,Luke 22:70,1,"['I řekli všichni: „Ty jsi tedy Syn Boží?“ A on řekl: „Vy (to) pravíte, já jsem.“']",low
2318,Acts 28:10,1,"['Ti nás pak poctili mnohými dary, a když jsme odjížděli, uštědřili nám, čeho jsme potřebovali.']",low
2319,2Sam 19:22,1,"['I řekl David: „Nestarejte se tolik o mne, synové Sarviini! Proč chcete býti mi dnes satanem? Dnes by měl býti zabit někdo v Israeli? Což nevím, že já dnes stal jsem se králem nad Israelem?""']",low
2320,1Sam 22:13,1,"['I dí k němu Saul: Proč jste se spikli proti mně, ty a syn Izai, když jsi jemu dal chléb a meč, a radils se s Bohem o něj, aby povstal proti mně k strojení mi záloh, jakož se to již děje?']",low
2321,Judg 6:39,1,"['Řekl také Gedeon Bohu: Nerozpaluj se prchlivost tvá proti mně, že promluvím ještě jednou. Prosím, nechažť zkusím ještě jednou na rouně. Nechť jest, prosím, samo rouno suché, a na vší zemi rosa.']",low
2322,Matt 9:25,1,"['A když byl vyhnán zástup, všed tam, ujal ji za ruku její. I vstala ta děvečka.']",low
2323,Jdt 13:17,1,"['řekla Judyth: Chvalte Pána Boha našeho, kterýž neopustil doufajících v sebe:']",low
2324,Josh 13:25,1,"['území Jaser, všecka města Galaadu, polovice země synův Antimonových až po Aroer, který leží proti Rabbě,']",low
2325,1Kgs 2:2,1,"['Jáť již odcházím podlé způsobu všech lidí. Proto posilniž se a měj se zmužile,']",low
2326,Jas 2:6,1,['Ale vy jste povrhli chuďasem. Neutiskují vás boháči svou mocí? Nevláčejí vás po soudech? '],low
2327,Dan 2:32,1,"['Hlava té sochy byla z nejlepšího zlata, prsa a ramena ze stříbra; břicho a bedra z mědi;']",low
2328,Ps 122:9,1,['Pro dům Hospodina Boha našeho budu tvého dobrého hledati.'],low
2329,Luke 2:9,2,"['A hle, anděl Páně stanul u nich, a jasnost Boží obklíčila je, a báli se velice.']",low
2330,John 1:24,1,"['A ti, kteří byli posláni, z fariseů byli.']",low
2331,Acts 2:23,1,"['Toho vydaného z uložené rady a předzvědění Božího vzavše, a skrze ruce nešlechetných ukřižovavše, zamordovali jste.']",low
2332,Acts 2:24,1,"['Jehož Bůh vzkřísil, zprostiv bolestí smrti, jakož nebylo možné jemu držánu býti od ní.']",low
